iter	Passed	Remaining
354	67460	1832834
355	67647	1832571
356	67842	1832515
357	68031	1832297
358	68220	1832077
359	68407	1831810
360	68606	1831847
361	68793	1831588
362	68982	1831371
363	69170	1831128
364	69359	1830894
365	69549	1830711
366	69737	1830459
367	69921	1830132
368	70108	1829856
369	70297	1829642
370	70490	1829515
371	70678	1829274
372	70873	1829225
373	71065	1829083
374	71252	1828804
375	71445	1828697
376	71632	1828424
377	71832	1828499
378	72020	1828252
379	72208	1828007
380	72394	1827729
381	72579	1827419
382	72768	1827183
383	72955	1826923
384	73149	1826848
385	73338	1826632
386	73530	1826471
387	73718	1826240
388	73913	1826174
389	74104	1826012
390	74290	1825727
391	74480	1825535
392	74665	1825209
393	74856	1825050
394	75042	1824774
395	75231	1824556
396	75419	1824309
397	75615	1824262
398	75802	1824010
399	75993	1823850
400	76180	1823585
401	76374	1823488
402	76559	1823190
403	76746	1822919
404	76932	1822638
405	77117	1822337
406	77306	1822120
407	77499	1822009
408	77695	1821957
409	77885	1821761
410	78079	1821663
411	78265	1821383
412	78455	1821200
413	78640	1820898
414	78834	1820790
415	79019	1820496
416	79209	1820302
417	79394	1819999
418	79578	1819670
419	79768	1819472
420	79957	1819273
421	80144	1819024
422	80330	1818746
423	80525	1818650
424	80712	1818410
425	80907	1818319
426	81099	1818177
427	81287	1817944
428	81472	1817645
429	81664	1817513
430	81854	1817325
431	82040	1817049
432	82225	1816736
433	82415	1816563
434	82608	1816441
435	82791	1816090
436	82988	1816057
437	83178	1815884
438	83370	1815724
439	83560	1815548
440	83751	1815380
441	83937	1815101
442	84130	1814983
443	84315	1814683
444	84503	1814442
445	84699	1814399
446	84895	1814337
447	85112	1814716
448	85311	1814731
449	85513	1814784
450	85710	1814751
451	85916	1814884
452	86112	1814828
453	86307	1814740
454	86505	1814717
455	86694	1814509
456	86893	1814500
457	87089	1814431
458	87292	1814500
459	87486	1814402
460	87684	1814375
461	87879	1814266
462	88080	1814298
463	88277	1814256
464	88475	1814218
465	88667	1814071
466	88865	1814030
467	89060	1813936
468	89254	1813825
469	89452	1813799
470	89653	1813811
471	89847	1813708
472	90044	1813639
473	90245	1813669
474	90436	1813493
475	90635	1813464
476	90836	1813490
477	91043	1813632
478	91238	1813529
479	91435	1813469
480	91631	1813385
481	91828	1813322
482	92025	1813265
483	92222	1813209
484	92419	1813145
485	92618	1813104
486	92826	1813253
487	93020	1813145
488	93223	1813194
489	93423	1813170
490	93628	1813259
491	93825	1813203
492	94025	1813179
493	94220	1813081
494	94412	1812910
495	94613	1812920
496	94810	1812851
497	95014	1812902
498	95211	1812842
499	95416	1812910
500	95615	1812882
501	95820	1812951
502	96014	1812818
503	96221	1812928
504	96417	1812837
505	96612	1812723
506	96808	1812633
507	96998	1812417
508	97193	1812296
509	97380	1812038
510	97573	1811889
511	97760	1811632
512	97949	1811390
513	98135	1811115
514	98325	1810909
515	98509	1810585
516	98705	1810484
517	98894	1810268
518	99082	1810013
519	99271	1809788
520	99454	1809453
521	99645	1809263
522	99834	1809051
523	100034	1809024
524	100222	1808777
525	100415	1808616
526	100609	1808494
527	100797	1808239
528	100987	1808041
529	101172	1807745
530	101357	1807443
531	101543	1807166
532	101731	1806927
533	101913	1806582
534	102101	1806331
535	102287	1806069
536	102483	1805969
537	102672	1805746
538	102865	1805590
539	103051	1805306
540	103246	1805195
541	103433	1804937
542	103629	1804829
543	103817	1804588
544	104007	1804381
545	104191	1804078
546	104388	1803995
547	104580	1803816
548	104766	1803541
549	104955	1803318
550	105141	1803046
551	105335	1802908
552	105528	1802754
553	105725	1802675
554	105914	1802451
555	106107	1802304
556	106299	1802136
557	106487	1801892
558	106674	1801632
559	106859	1801338
560	107051	1801180
561	107241	1800965
562	107437	1800861
563	107630	1800708
564	107827	1800622
565	108019	1800457
566	108212	1800299
567	108399	1800035
568	108591	1799862
569	108781	1799662
570	108971	1799457
571	109162	1799273
572	109353	1799084
573	109542	1798858
574	109730	1798625
575	109920	1798421
576	110109	1798197
577	110306	1798106
578	110499	1797960
579	110693	1797807
580	110884	1797631
581	111079	1797496
582	111269	1797294
583	111455	1797031
584	111640	1796745
585	111830	1796544
586	112017	1796283
587	112202	1796001
588	112391	1795779
589	112578	1795537
590	112776	1795448
591	112965	1795233
592	113158	1795072
593	113350	1794909
594	113538	1794677
595	113735	1794581
596	113922	1794328
597	114111	1794106
598	114300	1793895
599	114493	1793729
600	114681	1793502
601	114870	1793272
602	115058	1793049
603	115254	1792930
604	115442	1792702
605	115634	1792530
606	115821	1792271
607	116019	1792195
608	116207	1791954
609	116394	1791710
610	116584	1791504
611	116774	1791301
612	116960	1791042
613	117148	1790802
614	117336	1790569
615	117525	1790363
616	117724	1790283
617	117912	1790062
618	118106	1789911
619	118297	1789719
620	118495	1789645
621	118686	1789450
622	118880	1789308
623	119068	1789080
624	119258	1788879
625	119448	1788674
626	119638	1788465
627	119827	1788248
628	120014	1788003
629	120207	1787850
630	120394	1787596
631	120583	1787389
632	120771	1787150
633	120966	1787025
634	121165	1786956
635	121361	1786835
636	121554	1786684
637	121744	1786481
638	121941	1786379
639	122135	1786231
640	122333	1786140
641	122530	1786044
642	122725	1785917
643	122923	1785827
644	123125	1785797
645	123322	1785689
646	123519	1785595
647	123717	1785507
648	123922	1785508
649	124113	1785323
650	124307	1785175
651	124495	1784947
652	124684	1784723
653	124877	1784560
654	125075	1784472
655	125274	1784398
656	125469	1784259
657	125665	1784143
658	125859	1784000
659	126069	1784072
660	126264	1783944
661	126460	1783825
662	126657	1783714
663	126852	1783578
664	127042	1783376
665	127233	1783184
666	127428	1783046
667	127623	1782903
668	127824	1782859
669	128020	1782736
670	128224	1782716
671	128420	1782599
672	128613	1782435
673	128805	1782254
674	129002	1782140
675	129196	1781997
676	129389	1781823
677	129587	1781732
678	129779	1781559
679	129983	1781541
680	130183	1781465
681	130383	1781393
682	130579	1781273
683	130775	1781147
684	130968	1780979
685	131158	1780779
686	131351	1780610
687	131549	1780507
688	131741	1780320
689	131936	1780188
690	132136	1780111
691	132330	1779961
692	132546	1780097
693	132755	1780146
694	132977	1780370
695	133182	1780354
696	133389	1780380
697	133594	1780360
698	133792	1780268
699	134000	1780290
700	134214	1780406
701	134423	1780439
702	134628	1780434
703	134826	1780316
704	135030	1780295
705	135225	1780152
706	135421	1780015
707	135616	1779869
708	135814	1779765
709	136014	1779679
710	136212	1779574
711	136416	1779545
712	136607	1779348
713	136810	1779299
714	137003	1779132
715	137201	1779026
716	137395	1778859
717	137597	1778799
718	137792	1778653
719	137992	1778569
720	138188	1778432
721	138387	1778332
722	138587	1778250
723	138785	1778137
724	138981	1778007
725	139181	1777920
726	139372	1777720
727	139565	1777538
728	139757	1777349
729	139951	1777197
730	140147	1777058
731	140351	1777018
732	140553	1776952
733	140744	1776757
734	140936	1776565
735	141133	1776442
736	141332	1776338
737	141524	1776156
738	141720	1776007
739	141917	1775881
740	142116	1775789
741	142325	1775808
742	142522	1775685
743	142725	1775626
744	142919	1775460
745	143113	1775292
746	143309	1775158
747	143511	1775093
748	143712	1775015
749	143907	1774853
750	144106	1774754
751	144299	1774572
752	144508	1774591
753	144706	1774481
754	144910	1774431
755	145108	1774312
756	145306	1774200
757	145505	1774093
758	145704	1773984
759	145897	1773806
760	146102	1773776
761	146295	1773589
762	146499	1773542
763	146696	1773417
764	146897	1773334
765	147088	1773127
766	147299	1773167
767	147499	1773064
768	147696	1772931
769	147890	1772768
770	148091	1772677
771	148284	1772495
772	148485	1772409
773	148678	1772227
774	148872	1772062
775	149067	1771902
776	149267	1771812
777	149466	1771693
778	149663	1771563
779	149859	1771418
780	150054	1771256
781	150244	1771044
782	150440	1770890
783	150641	1770810
784	150839	1770684
785	151041	1770602
786	151232	1770395
787	151433	1770309
788	151623	1770088
789	151821	1769966
790	152012	1769760
791	152209	1769630
792	152398	1769403
793	152599	1769310
794	152796	1769175
795	152997	1769082
796	153189	1768882
797	153389	1768782
798	153578	1768558
799	153788	1768566
800	153983	1768410
801	154174	1768199
802	154370	1768055
803	154557	1767801
804	154756	1767680
805	154946	1767471
806	155143	1767323
807	155333	1767112
808	155523	1766896
809	155715	1766702
810	155909	1766525
811	156104	1766366
812	156295	1766161
813	156490	1765997
814	156681	1765788
815	156880	1765670
816	157067	1765420
817	157258	1765213
818	157447	1764983
819	157640	1764802
820	157833	1764623
821	158025	1764430
822	158227	1764337
823	158416	1764110
824	158617	1764024
825	158810	1763833
826	159007	1763693
827	159201	1763526
828	159403	1763440
829	159596	1763249
830	159802	1763213
831	159993	1762999
832	160189	1762854
833	160383	1762678
834	160583	1762571
835	160783	1762466
836	160986	1762386
837	161180	1762218
838	161379	1762098
839	161570	1761884
840	161767	1761744
841	161996	1761954
842	162194	1761818
843	162389	1761659
844	162591	1761563
845	162804	1761597
846	163017	1761624
847	163212	1761460
848	163407	1761296
849	163598	1761093
850	163792	1760913
851	163997	1760857
852	164191	1760680
853	164382	1760475
854	164577	1760309
855	164774	1760165
856	164964	1759946
857	165159	1759773
858	165350	1759572
859	165541	1759359
860	165734	1759173
861	165930	1759017
862	166129	1758891
863	166324	1758725
864	166517	1758544
865	166713	1758389
866	166909	1758232
867	167109	1758113
868	167297	1757877
869	167498	1757768
870	167688	1757552
871	167888	1757435
872	168083	1757275
873	168282	1757141
874	168472	1756925
875	168668	1756772
876	168859	1756563
877	169053	1756390
878	169246	1756201
879	169439	1756009
880	169625	1755753
881	169818	1755556
882	170009	1755352
883	170204	1755190
884	170396	1754992
885	170592	1754825
886	170788	1754669
887	170979	1754469
888	171175	1754308
889	171372	1754160
890	171563	1753950
891	171758	1753783
892	171954	1753625
893	172142	1753385
894	172340	1753247
895	172538	1753114
896	172739	1753003
897	172931	1752810
898	173130	1752683
899	173323	1752492
900	173521	1752358
901	173716	1752189
902	173917	1752078
903	174116	1751947
904	174319	1751860
905	174512	1751675
906	174714	1751576
907	174913	1751449
908	175112	1751318
909	175305	1751133
910	175508	1751037
911	175700	1750844
912	175900	1750719
913	176093	1750535
914	176281	1750295
915	176483	1750192
916	176678	1750021
917	176872	1749839
918	177070	1749700
919	177268	1749560
920	177470	1749465
921	177668	1749325
922	177865	1749174
923	178058	1748982
924	178255	1748835
925	178455	1748710
926	178647	1748506
927	178839	1748312
928	179036	1748160
929	179233	1748011
930	179430	1747860
931	179634	1747776
932	179829	1747606
933	180019	1747384
934	180209	1747169
935	180405	1746999
936	180602	1746848
937	180800	1746706
938	180997	1746562
939	181194	1746402
940	181387	1746214
941	181587	1746089
942	181782	1745923
943	181985	1745826
944	182183	1745680
945	182381	1745539
946	182577	1745378
947	182777	1745254
948	182971	1745078
949	183170	1744942
950	183367	1744788
951	183563	1744621
952	183758	1744448
953	183956	1744310
954	184147	1744100
955	184341	1743917
956	184534	1743726
957	184729	1743550
958	184920	1743340
959	185109	1743110
960	185302	1742924
961	185498	1742756
962	185695	1742606
963	185888	1742415
964	186080	1742212
965	186271	1742009
966	186464	1741812
967	186655	1741608
968	186855	1741475
969	187048	1741284
970	187244	1741126
971	187436	1740922
972	187628	1740720
973	187826	1740581
974	188015	1740352
975	188202	1740105
976	188392	1739880
977	188586	1739703
978	188787	1739586
979	188979	1739384
980	189178	1739245
981	189374	1739080
982	189580	1739010
983	189774	1738832
984	189979	1738743
985	190170	1738535
986	190372	1738429
987	190576	1738337
988	190777	1738212
989	190977	1738085
990	191182	1738007
991	191379	1737848
992	191572	1737654
993	191767	1737479
994	191969	1737368
995	192160	1737163
996	192350	1736941
997	192543	1736750
998	192736	1736558
999	192929	1736365
1000	193123	1736180
1001	193319	1736014
1002	193511	1735816
1003	193699	1735581
1004	193888	1735351
1005	194082	1735169
1006	194274	1734963
1007	194471	1734811
1008	194665	1734625
1009	194856	1734415
1010	195051	1734244
1011	195244	1734049
1012	195440	1733878
1013	195630	1733660
1014	195824	1733477
1015	196029	1733396
1016	196222	1733199
1017	196418	1733037
1018	196611	1732845
1019	196814	1732736
1020	197003	1732508
1021	197208	1732421
1022	197403	1732248
1023	197600	1732091
1024	197794	1731912
1025	197993	1731770
1026	198196	1731663
1027	198398	1731546
1028	198592	1731361
1029	198789	1731208
1030	198985	1731037
1031	199185	1730910
1032	199378	1730714
1033	199574	1730545
1034	199767	1730353
1035	199960	1730160
1036	200155	1729987
1037	200348	1729795
1038	200540	1729591
1039	200734	1729401
1040	200928	1729217
1041	201121	1729026
1042	201315	1728842
1043	201510	1728667
1044	201700	1728448
1045	201892	1728248
1046	202087	1728072
1047	202282	1727895
1048	202477	1727716
1049	202666	1727492
1050	202857	1727277
1051	203051	1727100
1052	203248	1726933
1053	203442	1726753
1054	203635	1726558
1055	203826	1726346
1056	204017	1726137
1057	204208	1725931
1058	204405	1725767
1059	204599	1725582
1060	204793	1725401
1061	204988	1725224
1062	205178	1725001
1063	205374	1724840
1064	205564	1724621
1065	205756	1724417
1066	205951	1724244
1067	206141	1724021
1068	206344	1723911
1069	206540	1723745
1070	206733	1723550
1071	206929	1723382
1072	207125	1723214
1073	207316	1723008
1074	207520	1722903
1075	207709	1722674
1076	207907	1722525
1077	208102	1722347
1078	208299	1722184
1079	208499	1722048
1080	208700	1721925
1081	208898	1721773
1082	209096	1721619
1083	209291	1721440
1084	209489	1721290
1085	209687	1721139
1086	209881	1720949
1087	210070	1720727
1088	210264	1720538
1089	210457	1720346
1090	210650	1720147
1091	210838	1719914
1092	211027	1719694
1093	211218	1719484
1094	211409	1719267
1095	211611	1719149
1096	211803	1718947
1097	211993	1718727
1098	212183	1718509
1099	212376	1718314
1100	212571	1718142
1101	212761	1717926
1102	212955	1717735
1103	213145	1717520
1104	213335	1717303
1105	213533	1717146
1106	213728	1716973
1107	213919	1716765
1108	214112	1716567
1109	214304	1716367
1110	214497	1716174
1111	214695	1716019
1112	214897	1715894
1113	215088	1715688
1114	215284	1715521
1115	215476	1715313
1116	215676	1715175
1117	215867	1714968
1118	216055	1714738
1119	216245	1714519
1120	216437	1714312
1121	216632	1714137
1122	216822	1713919
1123	217017	1713742
1124	217208	1713536
1125	217413	1713434
1126	217607	1713252
1127	217807	1713111
1128	218002	1712928
1129	218200	1712779
1130	218398	1712625
1131	218603	1712522
1132	218805	1712402
1133	219005	1712259
1134	219203	1712102
1135	219403	1711964
1136	219607	1711857
1137	219815	1711782
1138	220006	1711571
1139	220206	1711428
1140	220402	1711258
1141	220612	1711193
1142	220811	1711045
1143	221007	1710877
1144	221202	1710698
1145	221394	1710493
1146	221588	1710307
1147	221782	1710119
1148	221971	1709891
1149	222162	1709684
1150	222357	1709504
1151	222553	1709332
1152	222743	1709118
1153	222939	1708945
1154	223130	1708732
1155	223327	1708571
1156	223523	1708399
1157	223720	1708232
1158	223919	1708083
1159	224110	1707873
1160	224305	1707697
1161	224501	1707523
1162	224698	1707362
1163	224898	1707220
1164	225092	1707029
1165	225284	1706831
1166	225479	1706651
1167	225681	1706524
1168	225876	1706345
1169	226069	1706146
1170	226258	1705925
1171	226453	1705745
1172	226647	1705553
1173	226837	1705339
1174	227031	1705149
1175	227220	1704924
1176	227415	1704745
1177	227608	1704554
1178	227798	1704331
1179	227991	1704138
1180	228186	1703957
1181	228377	1703749
1182	228569	1703545
1183	228765	1703372
1184	228957	1703171
1185	229157	1703028
1186	229359	1702903
1187	229550	1702692
1188	229749	1702546
1189	229940	1702336
1190	230141	1702194
1191	230337	1702023
1192	230536	1701875
1193	230725	1701648
1194	230924	1701495
1195	231117	1701301
1196	231319	1701173
1197	231515	1701004
1198	231716	1700861
1199	231911	1700681
1200	232106	1700501
1201	232298	1700302
1202	232492	1700114
1203	232686	1699926
1204	232877	1699717
1205	233069	1699516
1206	233266	1699346
1207	233458	1699142
1208	233653	1698961
1209	233845	1698763
1210	234038	1698567
1211	234237	1698416
1212	234430	1698216
1213	234624	1698031
1214	234816	1697828
1215	235008	1697629
1216	235207	1697476
1217	235397	1697261
1218	235594	1697092
1219	235786	1696887
1220	235974	1696661
1221	236166	1696459
1222	236366	1696312
1223	236559	1696115
1224	236751	1695917
1225	236948	1695746
1226	237148	1695604
1227	237347	1695448
1228	237546	1695298
1229	237740	1695111
1230	237931	1694901
1231	238124	1694706
1232	238322	1694545
1233	238516	1694355
1234	238711	1694177
1235	238905	1693987
1236	239097	1693784
1237	239293	1693607
1238	239485	1693407
1239	239678	1693211
1240	239874	1693036
1241	240063	1692813
1242	240272	1692730
1243	240466	1692542
1244	240661	1692365
1245	240863	1692230
1246	241058	1692046
1247	241257	1691892
1248	241460	1691769
1249	241659	1691615
1250	241848	1691392
1251	242049	1691249
1252	242242	1691057
1253	242447	1690943
1254	242651	1690823
1255	242849	1690666
1256	243040	1690457
1257	243239	1690303
1258	243436	1690130
1259	243627	1689924
1260	243822	1689741
1261	244017	1689562
1262	244209	1689354
1263	244402	1689159
1264	244602	1689015
1265	244795	1688818
1266	244991	1688640
1267	245189	1688478
1268	245381	1688279
1269	245583	1688144
1270	245773	1687925
1271	245968	1687748
1272	246159	1687533
1273	246352	1687338
1274	246544	1687139
1275	246742	1686975
1276	246941	1686823
1277	247133	1686620
1278	247324	1686411
1279	247525	1686266
1280	247717	1686067
1281	247913	1685889
1282	248108	1685710
1283	248307	1685550
1284	248502	1685367
1285	248695	1685171
1286	248897	1685036
1287	249088	1684828
1288	249284	1684652
1289	249479	1684467
1290	249679	1684318
1291	249875	1684145
1292	250065	1683932
1293	250260	1683749
1294	250453	1683551
1295	250648	1683368
1296	250842	1683181
1297	251036	1682988
1298	251229	1682791
1299	251420	1682582
1300	251617	1682412
1301	251813	1682237
1302	252004	1682030
1303	252198	1681839
1304	252393	1681656
1305	252590	1681487
1306	252790	1681339
1307	252983	1681142
1308	253172	1680917
1309	253367	1680737
1310	253562	1680552
1311	253755	1680354
1312	253955	1680207
1313	254152	1680033
1314	254351	1679881
1315	254548	1679712
1316	254745	1679544
1317	254939	1679351
1318	255134	1679167
1319	255325	1678958
1320	255530	1678839
1321	255727	1678668
1322	255930	1678538
1323	256124	1678351
1324	256319	1678169
1325	256512	1677973
1326	256708	1677791
1327	256899	1677583
1328	257095	1677405
1329	257292	1677235
1330	257487	1677053
1331	257681	1676862
1332	257875	1676675
1333	258071	1676494
1334	258263	1676291
1335	258455	1676091
1336	258652	1675924
1337	258847	1675739
1338	259044	1675568
1339	259241	1675393
1340	259454	1675327
1341	259648	1675140
1342	259843	1674958
1343	260038	1674773
1344	260233	1674586
1345	260433	1674436
1346	260633	1674281
1347	260831	1674121
1348	261027	1673943
1349	261217	1673726
1350	261411	1673535
1351	261606	1673355
1352	261802	1673175
1353	262001	1673017
1354	262194	1672817
1355	262389	1672637
1356	262584	1672451
1357	262782	1672290
1358	262980	1672124
1359	263176	1671945
1360	263374	1671780
1361	263569	1671594
1362	263763	1671406
1363	263963	1671255
1364	264157	1671059
1365	264357	1670908
1366	264556	1670748
1367	264765	1670656
1368	264961	1670474
1369	265157	1670297
1370	265360	1670162
1371	265557	1669995
1372	265749	1669789
1373	265941	1669588
1374	266138	1669412
1375	266343	1669294
1376	266540	1669118
1377	266741	1668970
1378	266939	1668804
1379	267138	1668648
1380	267340	1668509
1381	267546	1668389
1382	267741	1668206
1383	267945	1668074
1384	268144	1667916
1385	268345	1667771
1386	268545	1667614
1387	268742	1667443
1388	268938	1667262
1389	269134	1667082
1390	269334	1666931
1391	269531	1666755
1392	269728	1666584
1393	269922	1666393
1394	270113	1666183
1395	270308	1666000
1396	270503	1665815
1397	270696	1665613
1398	270891	1665433
1399	271084	1665230
1400	271279	1665045
1401	271471	1664841
1402	271660	1664623
1403	271850	1664405
1404	272047	1664232
1405	272239	1664031
1406	272441	1663888
1407	272636	1663702
1408	272830	1663509
1409	273023	1663313
1410	273218	1663129
1411	273414	1662950
1412	273609	1662762
1413	273802	1662566
1414	274000	1662397
1415	274194	1662209
1416	274388	1662017
1417	274584	1661836
1418	274775	1661627
1419	274968	1661430
1420	275165	1661256
1421	275361	1661077
1422	275564	1660938
1423	275760	1660759
1424	275957	1660587
1425	276150	1660391
1426	276344	1660198
1427	276539	1660011
1428	276729	1659793
1429	276920	1659588
1430	277114	1659395
1431	277311	1659220
1432	277500	1658999
1433	277697	1658823
1434	277899	1658683
1435	278093	1658488
1436	278295	1658346
1437	278494	1658186
1438	278694	1658031
1439	278891	1657852
1440	279090	1657691
1441	279284	1657503
1442	279485	1657348
1443	279675	1657133
1444	279865	1656922
1445	280058	1656722
1446	280255	1656546
1447	280451	1656370
1448	280646	1656183
1449	280838	1655977
1450	281027	1655758
1451	281223	1655575
1452	281417	1655385
1453	281610	1655186
1454	281802	1654981
1455	282002	1654825
1456	282197	1654641
1457	282393	1654461
1458	282588	1654277
1459	282778	1654059
1460	282973	1653875
1461	283170	1653699
1462	283371	1653547
1463	283561	1653335
1464	283759	1653163
1465	283956	1652991
1466	284147	1652782
1467	284346	1652618
1468	284541	1652435
1469	284736	1652246
1470	284932	1652066
1471	285124	1651865
1472	285317	1651666
1473	285514	1651492
1474	285707	1651294
1475	285906	1651127
1476	286101	1650943
1477	286298	1650770
1478	286492	1650577
1479	286689	1650399
1480	286889	1650243
1481	287087	1650074
1482	287283	1649894
1483	287484	1649739
1484	287682	1649571
1485	287878	1649389
1486	288072	1649201
1487	288268	1649016
1488	288458	1648802
1489	288650	1648600
1490	288848	1648433
1491	289055	1648316
1492	289251	1648130
1493	289454	1647993
1494	289656	1647847
1495	289857	1647693
