iter	Passed	Remaining
2544	498970	1461621
2545	499169	1461432
2546	499364	1461233
2547	499563	1461047
2548	499760	1460854
2549	499958	1460663
2550	500160	1460483
2551	500359	1460296
2552	500559	1460111
2553	500757	1459921
2554	500955	1459731
2555	501155	1459547
2556	501352	1459352
2557	501549	1459160
2558	501747	1458969
2559	501946	1458783
2560	502146	1458598
2561	502348	1458419
2562	502545	1458224
2563	502743	1458033
2564	502939	1457837
2565	503136	1457645
2566	503336	1457460
2567	503539	1457283
2568	503735	1457089
2569	503933	1456896
2570	504127	1456695
2571	504333	1456528
2572	504531	1456336
2573	504728	1456144
2574	504926	1455953
2575	505125	1455765
2576	505322	1455570
2577	505520	1455382
2578	505716	1455184
2579	505913	1454990
2580	506111	1454801
2581	506309	1454609
2582	506506	1454417
2583	506705	1454229
2584	506903	1454037
2585	507102	1453849
2586	507299	1453655
2587	507499	1453472
2588	507704	1453303
2589	507903	1453115
2590	508098	1452915
2591	508297	1452727
2592	508492	1452527
2593	508686	1452326
2594	508890	1452152
2595	509085	1451951
2596	509292	1451787
2597	509487	1451588
2598	509694	1451422
2599	509892	1451232
2600	510098	1451063
2601	510302	1450890
2602	510498	1450693
2603	510696	1450502
2604	510896	1450318
2605	511098	1450137
2606	511299	1449956
2607	511499	1449770
2608	511698	1449583
2609	511899	1449401
2610	512098	1449211
2611	512292	1449009
2612	512490	1448818
2613	512689	1448632
2614	512891	1448451
2615	513089	1448262
2616	513295	1448094
2617	513493	1447903
2618	513688	1447704
2619	513891	1447527
2620	514091	1447341
2621	514289	1447149
2622	514490	1446969
2623	514685	1446768
2624	514886	1446585
2625	515087	1446404
2626	515289	1446223
2627	515489	1446037
2628	515683	1445836
2629	515882	1445647
2630	516077	1445447
2631	516272	1445250
2632	516474	1445070
2633	516676	1444888
2634	516872	1444693
2635	517074	1444513
2636	517270	1444315
2637	517469	1444129
2638	517667	1443936
2639	517862	1443737
2640	518061	1443549
2641	518258	1443357
2642	518457	1443167
2643	518653	1442972
2644	518861	1442808
2645	519060	1442618
2646	519261	1442436
2647	519461	1442250
2648	519658	1442057
2649	519862	1441883
2650	520066	1441708
2651	520268	1441529
2652	520467	1441339
2653	520669	1441158
2654	520869	1440973
2655	521069	1440789
2656	521276	1440620
2657	521474	1440431
2658	521671	1440238
2659	521872	1440054
2660	522068	1439857
2661	522264	1439660
2662	522463	1439471
2663	522658	1439272
2664	522861	1439095
2665	523058	1438901
2666	523256	1438709
2667	523450	1438509
2668	523654	1438331
2669	523849	1438133
2670	524049	1437947
2671	524247	1437755
2672	524441	1437554
2673	524642	1437371
2674	524841	1437181
2675	525042	1437000
2676	525247	1436827
2677	525447	1436640
2678	525651	1436465
2679	525848	1436271
2680	526042	1436071
2681	526241	1435880
2682	526437	1435685
2683	526634	1435491
2684	526832	1435300
2685	527031	1435111
2686	527228	1434917
2687	527427	1434729
2688	527629	1434548
2689	527828	1434359
2690	528031	1434181
2691	528229	1433988
2692	528430	1433805
2693	528633	1433629
2694	528841	1433464
2695	529039	1433274
2696	529238	1433085
2697	529437	1432896
2698	529635	1432705
2699	529839	1432530
2700	530042	1432349
2701	530242	1432163
2702	530438	1431967
2703	530638	1431780
2704	530842	1431607
2705	531045	1431429
2706	531249	1431252
2707	531453	1431077
2708	531657	1430902
2709	531861	1430727
2710	532069	1430562
2711	532273	1430387
2712	532482	1430225
2713	532682	1430038
2714	532886	1429864
2715	533087	1429679
2716	533287	1429492
2717	533490	1429313
2718	533690	1429128
2719	533894	1428951
2720	534094	1428767
2721	534295	1428582
2722	534492	1428389
2723	534691	1428198
2724	534895	1428023
2725	535097	1427843
2726	535297	1427655
2727	535502	1427483
2728	535700	1427292
2729	535902	1427109
2730	536103	1426927
2731	536307	1426751
2732	536507	1426565
2733	536706	1426375
2734	536906	1426189
2735	537108	1426008
2736	537306	1425816
2737	537507	1425631
2738	537707	1425444
2739	537912	1425272
2740	538111	1425083
2741	538315	1424906
2742	538516	1424721
2743	538715	1424534
2744	538917	1424352
2745	539116	1424163
2746	539316	1423976
2747	539523	1423809
2748	539725	1423625
2749	539928	1423446
2750	540126	1423256
2751	540327	1423071
2752	540530	1422894
2753	540732	1422712
2754	540933	1422526
2755	541129	1422331
2756	541332	1422151
2757	541534	1421968
2758	541732	1421776
2759	541933	1421593
2760	542134	1421409
2761	542334	1421223
2762	542535	1421038
2763	542736	1420854
2764	542929	1420650
2765	543126	1420454
2766	543323	1420259
2767	543522	1420071
2768	543720	1419877
2769	543914	1419675
2770	544112	1419484
2771	544310	1419292
2772	544518	1419125
2773	544717	1418937
2774	544914	1418742
2775	545119	1418567
2776	545315	1418371
2777	545508	1418165
2778	545706	1417973
2779	545904	1417781
2780	546101	1417584
2781	546300	1417396
2782	546496	1417200
2783	546695	1417009
2784	546894	1416820
2785	547094	1416632
2786	547291	1416437
2787	547491	1416252
2788	547689	1416059
2789	547886	1415864
2790	548084	1415671
2791	548281	1415478
2792	548478	1415281
2793	548678	1415095
2794	548877	1414906
2795	549074	1414710
2796	549270	1414514
2797	549471	1414329
2798	549670	1414139
2799	549869	1413951
2800	550071	1413767
2801	550274	1413588
2802	550476	1413407
2803	550676	1413219
2804	550876	1413031
2805	551070	1412829
2806	551268	1412636
2807	551474	1412465
2808	551678	1412288
2809	551884	1412116
2810	552086	1411934
2811	552288	1411753
2812	552489	1411569
2813	552691	1411385
2814	552891	1411200
2815	553093	1411016
2816	553294	1410831
2817	553493	1410642
2818	553694	1410456
2819	553900	1410284
2820	554105	1410112
2821	554310	1409936
2822	554506	1409739
2823	554704	1409546
2824	554903	1409357
2825	555107	1409179
2826	555304	1408983
2827	555507	1408805
2828	555710	1408625
2829	555909	1408434
2830	556109	1408248
2831	556307	1408054
2832	556507	1407868
2833	556712	1407692
2834	556913	1407507
2835	557112	1407319
2836	557315	1407138
2837	557519	1406961
2838	557716	1406764
2839	557913	1406571
2840	558116	1406391
2841	558313	1406196
2842	558510	1406000
2843	558713	1405819
2844	558914	1405635
2845	559112	1405443
2846	559312	1405255
2847	559512	1405068
2848	559714	1404886
2849	559913	1404695
2850	560115	1404512
2851	560315	1404324
2852	560511	1404128
2853	560718	1403957
2854	560919	1403771
2855	561121	1403588
2856	561315	1403386
2857	561517	1403205
2858	561715	1403012
2859	561919	1402834
2860	562118	1402644
2861	562315	1402449
2862	562512	1402254
2863	562711	1402062
2864	562918	1401894
2865	563122	1401714
2866	563325	1401535
2867	563528	1401354
2868	563727	1401163
2869	563924	1400970
2870	564126	1400786
2871	564326	1400598
2872	564524	1400405
2873	564725	1400219
2874	564924	1400031
2875	565123	1399841
2876	565323	1399652
2877	565522	1399462
2878	565720	1399270
2879	565917	1399073
2880	566119	1398890
2881	566321	1398707
2882	566518	1398512
2883	566715	1398317
2884	566922	1398146
2885	567124	1397963
2886	567327	1397783
2887	567529	1397600
2888	567731	1397417
2889	567931	1397229
2890	568133	1397045
2891	568337	1396868
2892	568536	1396676
2893	568737	1396491
2894	568936	1396302
2895	569140	1396123
2896	569348	1395954
2897	569546	1395761
2898	569748	1395579
2899	569948	1395392
2900	570145	1395195
2901	570344	1395005
2902	570545	1394819
2903	570748	1394638
2904	570951	1394458
2905	571151	1394269
2906	571351	1394080
2907	571550	1393891
2908	571754	1393712
2909	571956	1393529
2910	572159	1393348
2911	572360	1393162
2912	572565	1392987
2913	572766	1392801
2914	572965	1392610
2915	573165	1392421
2916	573367	1392238
2917	573566	1392047
2918	573771	1391871
2919	573971	1391683
2920	574168	1391488
2921	574371	1391306
2922	574571	1391118
2923	574769	1390926
2924	574972	1390745
2925	575174	1390560
2926	575374	1390374
2927	575575	1390188
2928	575776	1390002
2929	575979	1389821
2930	576185	1389646
2931	576385	1389458
2932	576586	1389271
2933	576782	1389074
2934	576983	1388889
2935	577184	1388703
2936	577387	1388521
2937	577590	1388339
2938	577792	1388156
2939	577998	1387981
2940	578202	1387804
2941	578403	1387618
2942	578602	1387427
2943	578797	1387226
2944	578992	1387027
2945	579187	1386826
2946	579386	1386633
2947	579593	1386463
2948	579796	1386281
2949	579997	1386095
2950	580192	1385894
2951	580388	1385696
2952	580588	1385507
2953	580786	1385315
2954	580986	1385126
2955	581187	1384940
2956	581385	1384748
2957	581585	1384558
2958	581784	1384367
2959	581984	1384178
2960	582186	1383994
2961	582385	1383803
2962	582586	1383618
2963	582783	1383423
2964	582984	1383236
2965	583182	1383043
2966	583384	1382858
2967	583586	1382675
2968	583787	1382489
2969	583996	1382322
2970	584196	1382133
2971	584398	1381948
2972	584601	1381767
2973	584805	1381587
2974	585009	1381408
2975	585215	1381233
2976	585413	1381040
2977	585611	1380846
2978	585809	1380654
2979	586014	1380476
2980	586217	1380295
2981	586419	1380110
2982	586617	1379918
2983	586821	1379737
2984	587025	1379558
2985	587224	1379367
2986	587430	1379193
2987	587631	1379006
2988	587831	1378818
2989	588033	1378633
2990	588230	1378438
2991	588431	1378251
2992	588630	1378061
2993	588835	1377882
2994	589038	1377700
2995	589236	1377508
2996	589432	1377308
2997	589630	1377115
2998	589829	1376925
2999	590035	1376749
3000	590237	1376565
3001	590439	1376380
3002	590636	1376186
3003	590835	1375994
3004	591032	1375798
3005	591233	1375612
3006	591429	1375411
3007	591629	1375224
3008	591828	1375031
3009	592025	1374836
3010	592223	1374643
3011	592421	1374448
3012	592617	1374251
3013	592817	1374062
3014	593018	1373876
3015	593218	1373685
3016	593418	1373496
3017	593620	1373313
3018	593823	1373130
3019	594028	1372952
3020	594228	1372764
3021	594427	1372572
3022	594628	1372386
3023	594831	1372203
3024	595033	1372020
3025	595234	1371832
3026	595437	1371651
3027	595639	1371465
3028	595837	1371271
3029	596043	1371096
3030	596245	1370912
3031	596449	1370732
3032	596652	1370550
3033	596859	1370377
3034	597057	1370182
3035	597261	1370003
3036	597460	1369812
3037	597657	1369615
3038	597855	1369421
3039	598059	1369241
3040	598256	1369045
3041	598455	1368853
3042	598661	1368677
3043	598857	1368480
3044	599055	1368286
3045	599258	1368103
3046	599452	1367901
3047	599648	1367702
3048	599846	1367509
3049	600043	1367312
3050	600239	1367113
3051	600434	1366914
3052	600633	1366721
3053	600835	1366537
3054	601035	1366347
3055	601232	1366150
3056	601428	1365952
3057	601629	1365765
3058	601828	1365573
3059	602026	1365379
3060	602226	1365190
3061	602425	1365000
3062	602632	1364826
3063	602831	1364634
3064	603031	1364445
3065	603231	1364255
3066	603429	1364060
3067	603634	1363882
3068	603831	1363687
3069	604035	1363506
3070	604238	1363323
3071	604438	1363134
3072	604640	1362949
3073	604842	1362764
3074	605040	1362571
3075	605245	1362391
3076	605447	1362207
3077	605656	1362038
3078	605858	1361853
3079	606061	1361671
3080	606263	1361486
3081	606463	1361296
3082	606664	1361109
3083	606863	1360916
3084	607061	1360723
3085	607261	1360533
3086	607467	1360356
3087	607665	1360164
3088	607871	1359986
3089	608072	1359799
3090	608274	1359615
3091	608476	1359429
3092	608676	1359238
3093	608873	1359042
3094	609070	1358846
3095	609269	1358654
3096	609466	1358459
3097	609665	1358267
3098	609864	1358075
3099	610059	1357874
3100	610255	1357676
3101	610453	1357480
3102	610650	1357285
3103	610852	1357099
3104	611064	1356936
3105	611266	1356751
3106	611466	1356561
3107	611664	1356367
3108	611863	1356176
3109	612064	1355987
3110	612263	1355797
3111	612460	1355600
3112	612656	1355400
3113	612854	1355207
3114	613055	1355020
3115	613252	1354822
3116	613455	1354639
3117	613655	1354450
3118	613855	1354260
3119	614051	1354062
3120	614255	1353881
3121	614452	1353685
3122	614651	1353493
3123	614854	1353310
3124	615056	1353124
3125	615254	1352929
3126	615454	1352740
3127	615656	1352555
3128	615860	1352373
3129	616060	1352183
3130	616264	1352003
3131	616467	1351820
3132	616667	1351630
3133	616866	1351437
3134	617064	1351243
3135	617267	1351060
3136	617468	1350871
3137	617667	1350680
3138	617872	1350501
3139	618077	1350321
3140	618275	1350128
3141	618476	1349941
3142	618677	1349752
3143	618881	1349572
3144	619086	1349391
3145	619287	1349204
3146	619487	1349013
3147	619691	1348832
3148	619889	1348637
3149	620095	1348460
3150	620298	1348278
3151	620496	1348083
3152	620698	1347897
3153	620905	1347722
3154	621110	1347544
3155	621314	1347362
3156	621517	1347179
3157	621723	1347001
3158	621926	1346818
3159	622129	1346634
3160	622328	1346442
3161	622525	1346245
3162	622725	1346055
3163	622930	1345876
3164	623136	1345699
3165	623336	1345509
3166	623540	1345327
3167	623742	1345142
3168	623942	1344950
3169	624149	1344776
3170	624348	1344583
3171	624545	1344387
3172	624745	1344196
3173	624945	1344006
3174	625146	1343819
3175	625354	1343645
3176	625557	1343461
3177	625756	1343270
3178	625955	1343077
3179	626156	1342888
3180	626358	1342702
3181	626555	1342506
3182	626754	1342314
3183	626953	1342120
3184	627154	1341934
3185	627353	1341740
3186	627549	1341541
3187	627749	1341351
3188	627949	1341161
3189	628150	1340974
3190	628346	1340775
3191	628553	1340599
3192	628751	1340404
3193	628949	1340209
3194	629150	1340022
3195	629349	1339828
3196	629546	1339633
3197	629748	1339445
3198	629953	1339267
3199	630156	1339081
3200	630360	1338900
3201	630564	1338719
3202	630769	1338538
3203	630969	1338347
3204	631167	1338154
3205	631368	1337966
3206	631572	1337784
3207	631771	1337591
3208	631973	1337403
3209	632172	1337212
3210	632371	1337020
3211	632573	1336833
3212	632773	1336642
3213	632975	1336457
3214	633172	1336260
3215	633367	1336058
3216	633569	1335872
3217	633766	1335674
3218	633964	1335481
3219	634164	1335290
3220	634362	1335096
3221	634563	1334907
3222	634761	1334712
3223	634955	1334510
3224	635152	1334311
3225	635349	1334116
3226	635551	1333929
3227	635746	1333728
3228	635945	1333535
3229	636143	1333340
3230	636339	1333142
3231	636537	1332946
3232	636745	1332774
3233	636945	1332583
3234	637148	1332397
3235	637349	1332210
3236	637548	1332017
3237	637750	1331831
3238	637951	1331642
3239	638151	1331452
3240	638354	1331267
3241	638559	1331088
3242	638766	1330911
3243	638967	1330722
3244	639171	1330541
3245	639369	1330345
3246	639569	1330154
3247	639770	1329965
3248	639971	1329777
3249	640174	1329593
3250	640378	1329411
3251	640578	1329219
3252	640782	1329038
3253	640987	1328858
3254	641191	1328673
3255	641394	1328489
3256	641594	1328299
3257	641798	1328117
3258	641999	1327928
3259	642201	1327740
3260	642401	1327551
3261	642600	1327357
3262	642803	1327173
3263	643002	1326980
3264	643202	1326790
3265	643411	1326618
3266	643608	1326420
3267	643810	1326232
3268	644007	1326036
3269	644208	1325849
3270	644407	1325655
3271	644611	1325471
3272	644813	1325286
3273	645015	1325098
3274	645217	1324912
3275	645416	1324720
3276	645615	1324526
3277	645812	1324328
3278	646011	1324136
3279	646214	1323951
3280	646415	1323761
3281	646625	1323592
3282	646823	1323398
3283	647022	1323205
3284	647222	1323014
3285	647432	1322843
3286	647636	1322659
3287	647838	1322472
3288	648037	1322281
3289	648239	1322092
3290	648442	1321909
3291	648641	1321715
3292	648842	1321526
3293	649044	1321340
3294	649243	1321146
3295	649450	1320970
3296	649648	1320774
3297	649852	1320590
3298	650053	1320403
3299	650256	1320218
3300	650455	1320025
3301	650657	1319836
3302	650857	1319646
3303	651059	1319459
3304	651267	1319284
3305	651468	1319094
3306	651673	1318915
3307	651875	1318727
3308	652081	1318547
3309	652288	1318371
3310	652493	1318190
3311	652695	1318003
3312	652898	1317819
3313	653109	1317648
3314	653309	1317457
3315	653512	1317272
3316	653712	1317081
3317	653910	1316886
3318	654113	1316702
3319	654317	1316517
3320	654522	1316336
3321	654723	1316148
3322	654927	1315965
3323	655129	1315777
3324	655330	1315587
3325	655530	1315397
3326	655728	1315201
3327	655932	1315017
3328	656136	1314835
3329	656349	1314669
3330	656556	1314492
3331	656761	1314311
3332	656964	1314125
3333	657166	1313939
3334	657370	1313754
3335	657569	1313562
3336	657771	1313374
3337	657972	1313184
3338	658171	1312992
3339	658374	1312806
3340	658581	1312629
3341	658783	1312442
3342	658986	1312257
3343	659188	1312068
3344	659392	1311885
3345	659602	1311713
3346	659811	1311540
3347	660019	1311364
3348	660222	1311179
3349	660424	1310992
3350	660624	1310800
3351	660825	1310610
3352	661026	1310421
3353	661228	1310234
3354	661434	1310055
3355	661638	1309870
3356	661837	1309677
3357	662040	1309491
3358	662244	1309307
3359	662445	1309118
3360	662644	1308924
3361	662845	1308735
3362	663043	1308539
3363	663245	1308351
3364	663446	1308162
3365	663650	1307978
3366	663852	1307791
3367	664055	1307606
3368	664255	1307413
3369	664453	1307219
3370	664653	1307027
3371	664856	1306840
3372	665058	1306652
3373	665258	1306461
3374	665460	1306274
3375	665662	1306086
3376	665865	1305901
3377	666063	1305705
3378	666264	1305515
3379	666462	1305320
3380	666666	1305135
3381	666865	1304942
3382	667067	1304755
3383	667265	1304559
3384	667464	1304364
3385	667660	1304167
3386	667861	1303976
3387	668062	1303786
3388	668261	1303592
3389	668462	1303402
3390	668661	1303209
3391	668860	1303016
3392	669063	1302830
3393	669265	1302642
3394	669469	1302458
3395	669671	1302270
3396	669871	1302079
3397	670075	1301895
3398	670274	1301701
3399	670470	1301501
3400	670670	1301310
3401	670871	1301120
3402	671070	1300927
3403	671271	1300736
3404	671471	1300544
3405	671670	1300351
3406	671874	1300166
3407	672077	1299980
3408	672273	1299781
3409	672473	1299589
3410	672673	1299397
3411	672876	1299210
3412	673075	1299017
3413	673277	1298829
3414	673477	1298637
3415	673679	1298450
3416	673883	1298265
3417	674085	1298077
3418	674285	1297885
3419	674484	1297692
3420	674683	1297497
3421	674885	1297309
3422	675083	1297114
3423	675287	1296930
3424	675485	1296735
3425	675682	1296537
3426	675881	1296342
3427	676080	1296148
3428	676277	1295951
3429	676476	1295758
3430	676673	1295560
3431	676870	1295363
3432	677067	1295165
3433	677266	1294972
3434	677471	1294789
3435	677676	1294605
3436	677878	1294417
3437	678075	1294221
3438	678272	1294023
3439	678470	1293826
3440	678673	1293640
3441	678876	1293454
3442	679077	1293264
3443	679278	1293073
3444	679481	1292889
3445	679680	1292695
3446	679880	1292503
3447	680083	1292315
3448	680282	1292121
3449	680485	1291936
3450	680685	1291744
3451	680885	1291551
3452	681084	1291358
3453	681284	1291165
3454	681476	1290959
3455	681681	1290775
3456	681879	1290579
3457	682076	1290383
3458	682276	1290191
3459	682477	1290000
3460	682678	1289811
3461	682884	1289630
3462	683080	1289430
3463	683278	1289234
3464	683486	1289057
3465	683685	1288864
3466	683885	1288671
3467	684097	1288502
3468	684296	1288308
3469	684495	1288113
3470	684697	1287925
3471	684897	1287734
3472	685100	1287547
3473	685301	1287356
3474	685501	1287164
3475	685708	1286985
3476	685906	1286790
3477	686110	1286605
3478	686307	1286407
3479	686507	1286215
3480	686706	1286021
3481	686909	1285834
3482	687110	1285644
3483	687314	1285459
3484	687518	1285275
3485	687725	1285096
3486	687932	1284916
3487	688135	1284730
3488	688337	1284542
3489	688547	1284367
3490	688753	1284187
3491	688956	1284000
3492	689160	1283815
3493	690619	1285967
3494	690812	1285761
3495	691012	1285568
3496	691212	1285375
3497	691411	1285179
3498	691610	1284984
3499	691812	1284795
3500	692013	1284602
3501	692211	1284406
3502	692414	1284218
3503	692611	1284019
3504	692813	1283829
3505	693009	1283629
3506	693212	1283441
3507	693417	1283257
3508	693618	1283064
3509	693813	1282862
3510	694015	1282672
3511	694216	1282481
3512	694417	1282290
3513	694618	1282099
3514	694817	1281903
3515	695018	1281711
3516	695224	1281529
3517	695431	1281349
3518	695636	1281164
3519	695836	1280971
3520	696039	1280783
3521	696244	1280599
3522	696450	1280417
3523	696651	1280225
3524	696852	1280034
3525	697055	1279845
3526	697254	1279650
3527	697454	1279457
3528	697657	1279269
3529	697855	1279071
3530	698055	1278877
3531	698252	1278679
3532	698452	1278485
3533	698653	1278294
3534	698854	1278103
3535	699053	1277907
3536	699254	1277715
3537	699454	1277522
3538	699654	1277329
3539	699856	1277139
3540	700063	1276957
3541	700265	1276768
3542	700469	1276582
3543	700673	1276395
3544	700877	1276209
3545	701079	1276019
3546	701285	1275837
3547	701489	1275651
3548	701687	1275453
3549	701889	1275264
3550	702093	1275076
3551	702292	1274883
3552	702500	1274702
3553	702700	1274509
3554	702908	1274331
3555	703109	1274138
3556	703311	1273948
3557	703514	1273760
3558	703717	1273572
3559	703917	1273379
3560	704122	1273194
3561	704324	1273003
3562	704532	1272825
3563	704738	1272641
3564	704941	1272454
3565	705144	1272265
3566	705344	1272072
3567	705542	1271875
3568	705743	1271683
3569	705945	1271492
3570	706149	1271306
3571	706347	1271109
3572	706548	1270917
3573	706760	1270745
3574	706960	1270551
3575	707168	1270372
3576	707373	1270186
3577	707574	1269994
3578	707773	1269800
3579	707970	1269600
3580	708170	1269406
3581	708368	1269209
3582	708568	1269016
3583	708769	1268823
3584	708966	1268625
3585	709174	1268445
3586	709374	1268252
3587	709573	1268056
3588	709771	1267858
3589	709975	1267671
3590	710180	1267487
3591	710378	1267290
3592	710577	1267093
3593	710782	1266909
3594	711008	1266762
3595	711223	1266594
3596	711426	1266406
3597	711627	1266214
3598	711827	1266020
3599	712031	1265833
3600	712234	1265645
3601	712439	1265460
3602	712639	1265267
3603	712847	1265087
3604	713048	1264894
3605	713249	1264703
3606	713459	1264525
3607	713659	1264332
3608	713865	1264149
3609	714066	1263956
3610	714264	1263760
3611	714461	1263560
3612	714661	1263365
3613	714868	1263185
3614	715065	1262986
3615	715264	1262790
3616	715464	1262595
3617	715667	1262407
3618	715871	1262220
3619	716071	1262025
3620	716278	1261844
3621	716474	1261643
3622	716675	1261450
3623	716879	1261264
3624	717077	1261066
3625	717280	1260878
3626	717477	1260679
3627	717676	1260483
3628	717879	1260295
3629	718079	1260101
3630	718277	1259903
3631	718474	1259704
3632	718672	1259506
3633	718873	1259314
3634	719075	1259123
3635	719274	1258927
3636	719472	1258731
3637	719673	1258538
3638	719873	1258345
3639	720076	1258155
3640	720279	1257967
3641	720482	1257778
3642	720687	1257593
3643	720889	1257402
3644	721094	1257217
3645	721301	1257034
3646	721507	1256851
3647	721712	1256666
3648	721910	1256469
3649	722115	1256283
3650	722319	1256096
3651	722520	1255903
3652	722725	1255718
3653	722930	1255532
3654	723135	1255346
3655	723338	1255158
3656	723547	1254979
3657	723749	1254790
3658	723953	1254601
3659	724159	1254417
3660	724370	1254242
3661	724571	1254051
3662	724776	1253865
3663	724977	1253672
3664	725179	1253482
3665	725384	1253296
3666	725585	1253104
3667	725788	1252915
3668	725988	1252721
3669	726192	1252533
3670	726393	1252341
3671	726596	1252152
3672	726797	1251959
3673	726997	1251765
3674	727198	1251572
3675	727396	1251374
3676	727599	1251186
3677	727802	1250997
3678	728006	1250810
3679	728207	1250616
3680	728406	1250420
3681	728612	1250237
3682	728816	1250049
3683	729015	1249853
3684	729214	1249657
3685	729415	1249465
3686	729619	1249278
3687	729826	1249094
3688	730023	1248896
3689	730228	1248709
3690	730427	1248514
3691	730631	1248326
3692	730825	1248122
3693	731028	1247932
3694	731235	1247750
3695	731437	1247560
3696	731643	1247375
3697	731846	1247187
3698	732049	1246997
3699	732251	1246806
3700	732458	1246623
3701	732662	1246437
3702	732870	1246255
3703	733075	1246070
3704	733280	1245884
3705	733481	1245691
3706	733687	1245507
3707	733889	1245316
3708	734090	1245124
3709	734292	1244933
3710	734497	1244746
3711	734703	1244561
3712	734905	1244370
3713	735111	1244187
3714	735323	1244013
3715	735524	1243819
3716	735726	1243629
3717	735931	1243443
3718	736138	1243260
3719	736344	1243076
3720	736547	1242886
3721	736756	1242706
3722	736957	1242515
3723	737165	1242333
3724	737370	1242147
3725	737574	1241960
3726	737776	1241767
3727	737977	1241576
3728	738184	1241393
3729	738388	1241205
3730	738597	1241026
3731	738810	1240852
3732	739017	1240669
3733	739219	1240478
3734	739430	1240302
3735	739633	1240112
3736	739835	1239922
3737	740038	1239733
3738	740247	1239552
3739	740453	1239368
3740	740662	1239189
3741	740872	1239011
3742	741077	1238825
3743	741277	1238630
3744	741477	1238435
3745	741672	1238233
3746	741878	1238047
3747	742083	1237861
3748	742281	1237664
3749	742486	1237476
3750	742686	1237282
3751	742886	1237088
3752	743090	1236899
3753	743295	1236713
3754	743500	1236527
3755	743700	1236332
3756	743912	1236158
3757	744114	1235967
3758	744313	1235770
3759	744511	1235572
3760	744718	1235389
3761	744928	1235211
3762	745135	1235028
3763	745337	1234836
3764	745540	1234646
3765	745741	1234453
3766	745942	1234260
3767	746151	1234080
3768	746356	1233894
3769	746558	1233702
3770	746758	1233507
3771	746964	1233323
3772	747162	1233124
3773	747365	1232934
3774	747568	1232745
3775	747766	1232546
3776	747965	1232351
3777	748168	1232160
3778	748370	1231970
3779	748573	1231780
3780	748771	1231581
3781	748974	1231391
3782	749177	1231202
3783	749378	1231007
3784	749581	1230818
3785	749782	1230625
3786	749986	1230437
3787	750188	1230246
3788	750390	1230055
3789	750591	1229860
3790	750790	1229664
3791	750998	1229482
3792	751201	1229292
3793	751400	1229095
3794	751603	1228906
3795	751820	1228738
3796	752024	1228550
3797	752228	1228362
3798	752430	1228170
3799	752636	1227986
3800	752844	1227804
3801	753046	1227612
3802	753249	1227421
3803	753452	1227232
3804	753660	1227050
3805	753864	1226862
3806	754068	1226672
3807	754270	1226482
3808	754471	1226289
3809	754675	1226100
3810	754884	1225919
3811	755087	1225730
3812	755289	1225537
3813	755497	1225355
3814	755700	1225166
3815	755900	1224970
3816	756106	1224785
3817	756302	1224583
3818	756501	1224387
3819	756701	1224192
3820	756904	1224001
3821	757108	1223814
3822	757307	1223617
3823	757507	1223421
3824	757711	1223233
3825	757911	1223039
3826	758112	1222845
3827	758312	1222649
3828	758512	1222455
3829	758715	1222264
3830	758916	1222071
3831	759120	1221882
3832	759320	1221688
3833	759523	1221496
3834	759731	1221315
3835	759940	1221135
3836	760145	1220947
3837	760346	1220754
3838	760547	1220560
3839	760759	1220385
3840	760990	1220239
3841	761194	1220050
3842	761394	1219856
3843	761604	1219677
3844	761808	1219488
3845	762012	1219299
3846	762216	1219110
3847	762415	1218913
3848	762619	1218725
3849	762821	1218533
3850	763025	1218344
3851	763230	1218157
3852	763434	1217967
3853	763638	1217778
3854	763839	1217585
3855	764042	1217395
3856	764246	1217206
3857	764450	1217017
3858	764651	1216823
3859	764854	1216634
3860	765060	1216448
3861	765265	1216260
3862	765469	1216072
3863	765671	1215879
3864	765873	1215687
3865	766078	1215500
3866	766279	1215306
3867	766481	1215115
3868	766680	1214917
3869	766882	1214726
3870	767086	1214537
3871	767298	1214361
3872	767505	1214176
3873	767705	1213980
3874	767911	1213796
3875	768115	1213607
3876	768325	1213426
3877	768530	1213239
3878	768732	1213047
3879	768933	1212853
3880	769135	1212661
3881	769335	1212465
3882	769540	1212278
3883	769743	1212088
3884	769946	1211897
3885	770147	1211704
3886	770348	1211509
3887	770552	1211321
3888	770758	1211135
3889	770956	1210936
3890	771158	1210744
3891	771360	1210552
3892	771566	1210366
3893	771771	1210179
3894	771970	1209982
3895	772180	1209802
3896	772382	1209610
3897	772587	1209422
3898	772792	1209234
3899	773001	1209053
3900	773204	1208862
3901	773410	1208676
3902	773612	1208484
3903	773814	1208292
3904	774016	1208099
3905	774220	1207911
3906	774422	1207717
3907	774625	1207527
3908	774827	1207334
3909	775026	1207138
3910	775226	1206942
3911	775425	1206746
3912	775622	1206546
3913	775823	1206351
3914	776027	1206163
3915	776227	1205966
3916	776428	1205774
3917	776633	1205585
3918	776834	1205392
3919	777038	1205202
3920	777246	1205019
3921	777447	1204826
3922	777652	1204637
3923	777860	1204454
3924	778066	1204269
3925	778195	1203963
3926	778404	1203781
3927	778611	1203596
3928	778811	1203401
3929	779015	1203211
3930	779221	1203025
3931	779423	1202833
3932	779623	1202638
3933	779826	1202446
3934	780028	1202254
3935	780234	1202069
3936	780440	1201881
3937	780646	1201696
3938	780852	1201509
3939	781061	1201328
3940	781272	1201149
3941	781477	1200962
