iter	RMSE
1510	0.1641625077
1511	0.1641468723
1512	0.1641312324
1513	0.1640927062
1514	0.1640720023
1515	0.1640541455
1516	0.164034061
1517	0.1640166911
1518	0.164001474
1519	0.1639858794
1520	0.1639710634
1521	0.1639624399
1522	0.1639476401
1523	0.1639454809
1524	0.1639304324
1525	0.1639183735
1526	0.1638920143
1527	0.1638887982
1528	0.1638602977
1529	0.1638570897
1530	0.1638352742
1531	0.1638273368
1532	0.1638219399
1533	0.1638013828
1534	0.1637947612
1535	0.1637767812
1536	0.1637476678
1537	0.1637365809
1538	0.1637195741
1539	0.1637092842
1540	0.1636872641
1541	0.1636752455
1542	0.1636626714
1543	0.1636466345
1544	0.1636281613
1545	0.1636091822
1546	0.1635999759
1547	0.1635874619
1548	0.1635667782
1549	0.1635445825
1550	0.1635370968
1551	0.1635290249
1552	0.1635245843
1553	0.1634962024
1554	0.1634874571
1555	0.1634772549
1556	0.1634654566
1557	0.1634591164
1558	0.163441967
1559	0.1634282432
1560	0.1634212165
1561	0.163411178
1562	0.1634006653
1563	0.1633763003
1564	0.163352419
1565	0.163345886
1566	0.1633235078
1567	0.1633033821
1568	0.1632860752
1569	0.1632800242
1570	0.1632719747
1571	0.1632654331
1572	0.1632385191
1573	0.1632360835
1574	0.1632203111
1575	0.1631930769
1576	0.1631765346
1577	0.1631616483
1578	0.1631479841
1579	0.1631298059
1580	0.1631188227
1581	0.163110815
1582	0.1630808716
1583	0.1630761848
1584	0.1630663287
1585	0.16305257
1586	0.1630435354
1587	0.1630392824
1588	0.1630238083
1589	0.163007964
1590	0.1629886094
1591	0.1629697571
1592	0.162958148
1593	0.1629402603
1594	0.1629325209
1595	0.1629273595
1596	0.1629201486
1597	0.1629108905
1598	0.1628947813
1599	0.1628666944
1600	0.16285838
1601	0.1628414631
1602	0.1628227321
1603	0.1628135482
1604	0.1627826677
1605	0.1627701025
1606	0.1627590081
1607	0.1627527556
1608	0.1627453019
1609	0.1627345536
1610	0.1627228167
1611	0.1626949098
1612	0.1626808944
1613	0.162671658
1614	0.1626649042
1615	0.1626500181
1616	0.1626394389
1617	0.1626142366
1618	0.1626023135
1619	0.1625909495
1620	0.1625865908
1621	0.162578945
1622	0.1625584649
1623	0.1625499787
1624	0.1625421261
1625	0.1625240667
1626	0.1625225151
1627	0.1625061208
1628	0.1624930903
1629	0.1624697254
1630	0.1624612866
1631	0.1624523033
1632	0.1624364381
1633	0.1624311129
1634	0.1624037363
1635	0.1623863735
1636	0.1623588557
1637	0.1623530656
1638	0.1623403375
1639	0.1623144624
1640	0.1623056448
1641	0.162284408
1642	0.1622713447
1643	0.1622639053
1644	0.1622488373
1645	0.1622222809
1646	0.1622118947
1647	0.1621910955
1648	0.1621762086
1649	0.1621666574
1650	0.1621449834
1651	0.1621328822
1652	0.1621133588
1653	0.1621011562
1654	0.1620810458
1655	0.1620593485
1656	0.1620331421
1657	0.1620174522
1658	0.1620038037
1659	0.1619958464
1660	0.1619937073
1661	0.1619907607
1662	0.161981215
1663	0.1619582547
1664	0.1619417151
1665	0.1619213491
1666	0.1619126603
1667	0.1618921773
1668	0.1618694823
1669	0.1618572864
1670	0.1618470047
1671	0.1618315762
1672	0.1618285721
1673	0.1618186046
1674	0.16181412
1675	0.1617949208
1676	0.1617871605
1677	0.1617507038
1678	0.1617446236
1679	0.1617357522
1680	0.1617219912
1681	0.1617056525
1682	0.1617017759
1683	0.1616851463
1684	0.1616719531
1685	0.1616611026
1686	0.1616573196
1687	0.1616380579
1688	0.1616300847
1689	0.1616164062
1690	0.161602971
1691	0.1615935873
1692	0.1615713846
1693	0.1615614141
1694	0.1615296489
1695	0.1615265397
1696	0.1615193389
1697	0.1615069464
1698	0.1614914232
1699	0.1614763834
1700	0.1614670742
1701	0.1614638749
1702	0.161439193
1703	0.1614334447
1704	0.1614098546
1705	0.1613992094
1706	0.1613909659
1707	0.1613833456
1708	0.1613634546
1709	0.1613512126
1710	0.1613322515
1711	0.1613206715
1712	0.161306736
1713	0.1612685178
1714	0.1612537146
1715	0.1612438624
1716	0.1612334821
1717	0.1612272116
1718	0.1612098082
1719	0.1611910678
1720	0.1611712168
1721	0.1611655295
1722	0.1611454769
1723	0.1611403441
1724	0.1611265706
1725	0.1611071766
1726	0.161096393
1727	0.1610871842
1728	0.1610723157
1729	0.1610526246
1730	0.161046487
1731	0.1610239873
1732	0.1610206886
1733	0.1610090883
1734	0.1609896549
1735	0.1609735231
1736	0.1609542277
1737	0.1609344759
1738	0.1609121142
1739	0.1609041907
1740	0.1608904961
1741	0.1608693023
1742	0.1608581928
1743	0.1608434397
1744	0.1608259903
1745	0.1607957969
1746	0.1607881346
1747	0.1607735686
1748	0.1607581519
1749	0.1607430733
1750	0.1607239966
1751	0.1607096554
1752	0.1607078488
1753	0.1606919741
1754	0.1606817911
1755	0.1606690619
1756	0.160659287
1757	0.1606532487
1758	0.1606327472
1759	0.1606161146
1760	0.1605965205
1761	0.1605835084
1762	0.1605771107
1763	0.1605618058
1764	0.1605470517
1765	0.1605281824
1766	0.1605168974
1767	0.1605072032
1768	0.1604998648
1769	0.1604946971
1770	0.1604893766
1771	0.1604618706
1772	0.1604565934
1773	0.1604390769
1774	0.1604296081
1775	0.1604240548
1776	0.1604076054
1777	0.1603977709
1778	0.1603801756
1779	0.1603554397
1780	0.1603421987
1781	0.1603339094
1782	0.1603281393
1783	0.160311934
1784	0.1603012061
1785	0.1602888045
1786	0.1602698146
1787	0.1602536205
1788	0.1602394745
1789	0.1602200202
1790	0.1602128034
1791	0.1602071959
1792	0.1601910951
1793	0.1601842671
1794	0.1601766677
1795	0.1601642223
1796	0.1601587932
1797	0.1601442837
1798	0.1601298256
1799	0.1601097142
1800	0.1600990157
1801	0.1600900111
1802	0.1600569843
1803	0.1600429722
1804	0.1600356752
1805	0.1600256451
1806	0.1600169191
1807	0.1600047036
1808	0.159988329
1809	0.159967897
1810	0.1599382326
1811	0.1599280864
1812	0.1599133174
1813	0.1598911443
1814	0.1598838048
1815	0.1598708381
1816	0.15984693
1817	0.1598260315
1818	0.1598161517
1819	0.159794985
1820	0.159770033
1821	0.1597470026
1822	0.1597385802
1823	0.1597262415
1824	0.1597156319
1825	0.159703451
1826	0.1596947798
1827	0.159672815
1828	0.159657044
1829	0.1596385871
1830	0.1596336129
1831	0.1596195128
1832	0.1595935138
1833	0.1595795824
1834	0.1595733329
1835	0.1595605911
1836	0.1595419692
1837	0.15952717
1838	0.1595159138
1839	0.1595082384
1840	0.1595047769
1841	0.1594936645
1842	0.159479079
1843	0.1594750513
1844	0.1594695045
1845	0.1594583263
1846	0.1594485884
1847	0.1594340894
1848	0.1594312224
1849	0.1594140847
1850	0.159407351
1851	0.1593995974
1852	0.1593823119
1853	0.1593687284
1854	0.1593615074
1855	0.159357724
1856	0.1593565617
1857	0.1593524826
1858	0.1593353094
1859	0.1593222075
1860	0.1593115694
1861	0.1592866593
1862	0.1592621062
1863	0.1592540084
1864	0.1592457829
1865	0.1592374513
1866	0.1592204623
1867	0.1592078851
1868	0.1591913455
1869	0.1591877386
1870	0.1591757346
1871	0.1591655658
1872	0.1591538258
1873	0.1591445529
1874	0.159121027
1875	0.159103681
1876	0.1590959419
1877	0.1590908232
1878	0.1590755059
1879	0.159066035
1880	0.1590448017
1881	0.1590395451
1882	0.1590241054
1883	0.1590130449
1884	0.1590034637
1885	0.1589994776
1886	0.1589902144
1887	0.1589843197
1888	0.1589747607
1889	0.1589652643
1890	0.1589484751
1891	0.1589428884
1892	0.1589266206
1893	0.1589232816
1894	0.1589150518
1895	0.158898397
1896	0.1588913136
1897	0.1588767275
1898	0.1588643303
1899	0.1588348652
1900	0.1588210279
1901	0.1588039941
1902	0.1588008561
1903	0.1587850784
1904	0.1587730893
1905	0.1587624649
1906	0.1587277987
1907	0.1587160743
1908	0.1587023895
1909	0.1586915313
1910	0.1586699992
1911	0.1586593012
1912	0.1586501864
1913	0.1586338458
1914	0.1586177311
1915	0.1586122136
1916	0.1585914521
1917	0.1585806176
1918	0.1585752954
1919	0.1585654885
1920	0.158544968
1921	0.158533373
1922	0.1585182393
1923	0.1585061504
1924	0.1584916633
1925	0.1584857281
1926	0.1584746367
1927	0.1584680556
1928	0.1584609362
1929	0.1584484981
1930	0.1584412384
1931	0.1584348379
1932	0.1584234938
1933	0.1584179981
1934	0.158406469
1935	0.1583921506
1936	0.1583803366
1937	0.1583752513
1938	0.1583655475
1939	0.158357452
1940	0.1583484801
1941	0.1583334788
1942	0.158331571
1943	0.1583221925
1944	0.1583049952
1945	0.1582908755
1946	0.1582812528
1947	0.1582586286
1948	0.1582433352
1949	0.1582351374
1950	0.1582159496
1951	0.1582022932
1952	0.1581967896
1953	0.1581766217
1954	0.1581631277
1955	0.1581560745
1956	0.1581503725
1957	0.1581396479
1958	0.1581240727
1959	0.158113971
1960	0.15810378
1961	0.1580900567
1962	0.1580777638
1963	0.1580626624
1964	0.1580522324
1965	0.158039637
1966	0.1580264179
1967	0.1580203855
1968	0.1580132502
1969	0.1580054917
1970	0.1580018982
1971	0.1579838634
1972	0.1579756748
1973	0.1579667498
1974	0.1579556283
1975	0.1579388474
1976	0.1579238193
1977	0.1579124497
1978	0.1578978213
1979	0.1578919253
1980	0.157886092
1981	0.1578737038
1982	0.157861348
1983	0.1578546949
1984	0.1578496809
1985	0.1578377727
1986	0.1578186523
1987	0.1577942587
1988	0.1577822249
1989	0.1577668201
1990	0.1577636382
1991	0.1577523213
1992	0.1577359272
1993	0.1577239161
1994	0.1577115071
1995	0.1576970945
1996	0.1576794027
1997	0.1576740891
1998	0.1576701569
1999	0.1576607618
2000	0.1576487519
2001	0.1576361833
2002	0.1576340316
2003	0.157628123
2004	0.1576207135
2005	0.1576138123
2006	0.1575979492
2007	0.1575937779
2008	0.1575871693
2009	0.1575740398
2010	0.1575583651
2011	0.1575431735
2012	0.1575335299
2013	0.1575167709
2014	0.1574995256
2015	0.1574874367
2016	0.1574833233
2017	0.1574719516
2018	0.1574603517
2019	0.1574522263
2020	0.1574405805
2021	0.1574240361
2022	0.1574157227
2023	0.1574121191
2024	0.1573994147
2025	0.1573850709
2026	0.1573746119
2027	0.1573458203
2028	0.1573196074
2029	0.1573101603
2030	0.1572971124
2031	0.1572879578
2032	0.1572709718
2033	0.1572553148
2034	0.1572471928
2035	0.1572315214
2036	0.1572258389
2037	0.157215352
2038	0.1572017267
2039	0.1571909732
2040	0.1571866461
2041	0.1571741871
2042	0.1571678624
2043	0.1571448394
2044	0.1571325639
2045	0.1571106451
2046	0.1570993866
2047	0.1570895103
2048	0.1570812826
2049	0.1570626809
2050	0.1570478216
2051	0.1570347282
2052	0.1570213283
2053	0.1570125913
2054	0.1570048936
2055	0.1569848741
2056	0.1569630824
2057	0.1569536297
2058	0.1569419177
2059	0.156935236
2060	0.1569169122
2061	0.1569024994
2062	0.1568941729
2063	0.1568803487
2064	0.1568750563
2065	0.1568708902
2066	0.1568573466
2067	0.1568499879
2068	0.1568377927
2069	0.1568235614
2070	0.1568139948
2071	0.1568054077
2072	0.1567963155
2073	0.156789842
2074	0.1567807125
2075	0.1567718513
2076	0.1567602835
2077	0.1567502622
2078	0.156739121
2079	0.156730298
2080	0.1567204147
2081	0.1567135442
2082	0.1566980028
2083	0.1566865042
2084	0.1566729671
2085	0.1566687197
2086	0.1566628838
2087	0.1566601387
2088	0.1566502647
2089	0.1566276882
2090	0.1566121926
2091	0.1565907501
2092	0.1565782528
2093	0.1565733206
2094	0.1565547319
2095	0.1565518294
2096	0.1565399704
2097	0.1565298453
2098	0.1565036039
2099	0.1565016499
2100	0.1564905903
2101	0.1564776488
2102	0.1564672621
2103	0.156457057
2104	0.1564368725
2105	0.1564281317
2106	0.1564172321
2107	0.1564043992
2108	0.1563959477
2109	0.1563777198
2110	0.156362297
2111	0.1563541033
2112	0.1563429241
2113	0.1563337603
2114	0.1563282884
2115	0.156305776
2116	0.156293571
2117	0.1562897182
2118	0.1562751215
2119	0.1562624267
2120	0.156251057
2121	0.1562376323
2122	0.156230136
2123	0.1562177412
2124	0.1561939161
2125	0.1561732488
2126	0.1561708816
2127	0.156164433
2128	0.1561513789
2129	0.1561450667
2130	0.1561256413
2131	0.1561222049
2132	0.1561140798
2133	0.1561022514
2134	0.1560935117
2135	0.1560808039
2136	0.1560683903
2137	0.1560522704
2138	0.1560449186
2139	0.1560284567
2140	0.1560166988
2141	0.1559972568
2142	0.1559894736
2143	0.1559808729
2144	0.1559694129
2145	0.1559610488
2146	0.1559334832
2147	0.1559158018
2148	0.1559027993
2149	0.1558899525
2150	0.1558846819
2151	0.1558644271
2152	0.1558500067
2153	0.1558427737
2154	0.1558276694
2155	0.1557926181
2156	0.1557834892
2157	0.1557635775
2158	0.1557431586
2159	0.1557331243
2160	0.1557197599
2161	0.1557082124
2162	0.155694145
2163	0.1556764466
2164	0.1556728682
2165	0.1556610252
2166	0.1556487931
2167	0.1556413764
2168	0.1556320016
2169	0.1556207702
2170	0.15561669
2171	0.1556154728
2172	0.1556000391
2173	0.1555742483
2174	0.1555519742
2175	0.1555266988
2176	0.1555146702
2177	0.1555015604
2178	0.1554804119
2179	0.1554659971
2180	0.1554589322
2181	0.1554345815
2182	0.155406418
2183	0.1553926381
2184	0.155386784
2185	0.1553719996
2186	0.1553588137
2187	0.1553445451
2188	0.1553427106
2189	0.1553323665
2190	0.1553184594
2191	0.1553132772
2192	0.1552987414
2193	0.1552801156
2194	0.1552686801
2195	0.1552553308
2196	0.1552495382
2197	0.1552437294
2198	0.1552304489
2199	0.155223735
2200	0.1552129151
2201	0.1552075571
2202	0.1551964389
2203	0.1551808887
2204	0.1551584716
2205	0.1551445751
2206	0.1551337669
2207	0.1551234446
2208	0.155093215
2209	0.1550834544
2210	0.1550737795
2211	0.155058248
2212	0.1550412145
2213	0.1550316767
2214	0.1550165474
2215	0.1550049978
2216	0.1549950109
2217	0.1549877038
2218	0.1549761841
2219	0.1549633089
2220	0.1549530571
2221	0.1549440688
2222	0.1549355292
2223	0.1549218747
2224	0.154914579
2225	0.1549032338
2226	0.1548981317
2227	0.1548824478
2228	0.1548780689
2229	0.1548596765
2230	0.1548555978
2231	0.1548448032
2232	0.1548368862
2233	0.1548207421
2234	0.1548122679
2235	0.1547968842
2236	0.1547882233
2237	0.1547784721
2238	0.1547732639
2239	0.1547615097
2240	0.1547524893
2241	0.1547441418
2242	0.154728094
2243	0.1547148918
2244	0.1546960921
2245	0.1546748132
2246	0.1546688292
2247	0.1546557826
2248	0.154633191
2249	0.1546222982
2250	0.1546072404
2251	0.1545991864
2252	0.1545949864
2253	0.1545882272
2254	0.1545742769
2255	0.1545615211
2256	0.1545371011
2257	0.1545299227
2258	0.1545213555
2259	0.1545115377
2260	0.1544967197
2261	0.1544877282
2262	0.1544837757
2263	0.1544794736
2264	0.1544696224
2265	0.1544673052
2266	0.1544615695
2267	0.1544500457
2268	0.1544313265
2269	0.1544176226
2270	0.1543905283
2271	0.1543824244
2272	0.1543651978
2273	0.1543523821
2274	0.1543358192
2275	0.1543230286
2276	0.1543043626
2277	0.1542889106
2278	0.1542756811
2279	0.1542642688
2280	0.1542515334
2281	0.1542344884
2282	0.1542063245
2283	0.1541957424
2284	0.1541858533
2285	0.1541751224
2286	0.154164294
2287	0.1541483116
2288	0.1541329859
2289	0.1541301024
2290	0.1541135641
2291	0.1541067737
2292	0.1541000713
2293	0.1540932411
2294	0.1540854488
2295	0.1540782469
2296	0.1540708803
2297	0.1540657086
2298	0.1540613035
2299	0.15405361
2300	0.1540465656
2301	0.154037158
2302	0.1540314283
2303	0.1540087206
2304	0.153984743
2305	0.1539679357
2306	0.1539601847
2307	0.1539555311
2308	0.1539420622
2309	0.1539198268
2310	0.1539036644
2311	0.1538966632
2312	0.1538880524
2313	0.1538840259
2314	0.1538680292
2315	0.1538459157
2316	0.1538352622
2317	0.1538208939
2318	0.1538061245
2319	0.1537866702
2320	0.1537720832
2321	0.1537501464
2322	0.1537312368
2323	0.1537252593
2324	0.153713826
2325	0.1536965493
2326	0.1536825335
2327	0.1536802344
2328	0.1536730794
2329	0.1536690891
2330	0.1536558285
2331	0.1536325964
2332	0.1536196082
2333	0.15360685
2334	0.1535964314
2335	0.1535859916
2336	0.1535787296
2337	0.1535579745
2338	0.1535524959
2339	0.1535439794
2340	0.1535378563
2341	0.1535336959
2342	0.1535288979
2343	0.1535172757
2344	0.1535086961
2345	0.1535036537
2346	0.1534929117
2347	0.1534757958
2348	0.1534677853
2349	0.1534590494
2350	0.1534472475
2351	0.1534366268
2352	0.1534296185
2353	0.1534153512
2354	0.1533976947
2355	0.1533865951
2356	0.1533760921
2357	0.1533696636
2358	0.1533641874
2359	0.1533608793
2360	0.1533531465
2361	0.1533414695
2362	0.1533363694
2363	0.1533311902
2364	0.1533230994
2365	0.1533058877
2366	0.1532962385
2367	0.1532758957
2368	0.153261902
2369	0.1532546369
2370	0.1532405837
2371	0.1532203278
2372	0.1532057532
2373	0.1531860006
2374	0.1531797192
2375	0.153174287
2376	0.153163478
2377	0.1531580705
2378	0.1531461602
2379	0.1531402215
2380	0.1531176913
2381	0.1531126599
2382	0.1531013365
2383	0.1530855047
2384	0.1530769959
2385	0.1530720868
2386	0.1530583452
2387	0.1530551427
2388	0.153043033
2389	0.1530338768
2390	0.1530287422
2391	0.1530173819
2392	0.1530050284
2393	0.1529972324
2394	0.1529745998
2395	0.1529640811
2396	0.1529529278
2397	0.1529479204
2398	0.152939651
2399	0.1529274708
2400	0.1529162109
2401	0.1529018893
2402	0.1528911253
2403	0.1528761813
2404	0.1528710519
2405	0.1528627787
2406	0.1528530631
2407	0.152842133
2408	0.1528301608
2409	0.1528203928
2410	0.1528134483
2411	0.1527994355
2412	0.1527913227
2413	0.1527786527
2414	0.1527630694
2415	0.1527542701
2416	0.1527453811
2417	0.1527371407
2418	0.1527128432
2419	0.1526988099
2420	0.1526879133
2421	0.152671496
2422	0.1526624464
2423	0.1526521104
2424	0.1526398473
2425	0.1526274715
2426	0.152620987
2427	0.1526159405
2428	0.1526092525
2429	0.1525967469
2430	0.1525838327
2431	0.1525733956
2432	0.1525668938
2433	0.1525574905
2434	0.1525510477
2435	0.1525422599
2436	0.1525292364
2437	0.1525220841
2438	0.1525136061
2439	0.1525128694
2440	0.1525072597
2441	0.1524981929
2442	0.1524925835
2443	0.152474797
2444	0.152464475
2445	0.152454207
2446	0.152439753
2447	0.1524248863
2448	0.1524106431
2449	0.1524023518
2450	0.1523890065
2451	0.152382693
2452	0.1523725153
2453	0.1523636247
2454	0.1523495389
2455	0.1523378961
2456	0.1523276382
2457	0.1523200184
2458	0.1523007535
2459	0.1522924266
2460	0.1522826358
2461	0.1522640531
2462	0.1522485051
2463	0.1522419255
2464	0.1522285477
2465	0.1522246976
2466	0.1522052518
2467	0.1521774999
2468	0.1521664285
2469	0.1521526485
2470	0.1521380673
2471	0.1521182307
2472	0.1521101028
2473	0.1520954853
2474	0.1520820024
2475	0.1520724833
2476	0.1520594157
2477	0.1520437384
2478	0.1520273327
2479	0.1520205629
2480	0.1520167443
2481	0.1520100118
2482	0.1520013781
2483	0.1519894051
2484	0.1519810868
2485	0.1519735244
2486	0.1519585914
2487	0.1519516639
2488	0.1519409202
2489	0.1519338383
2490	0.1519266486
2491	0.1519112938
2492	0.1518971888
2493	0.1518815312
2494	0.151869419
2495	0.15185688
2496	0.151843819
2497	0.1518387101
2498	0.1518209666
2499	0.1518023027
2500	0.1517911243
2501	0.1517807787
2502	0.151761743
2503	0.1517527294
2504	0.1517435032
2505	0.1517297914
2506	0.151723446
2507	0.1517147024
2508	0.1517122429
2509	0.1517025542
2510	0.1516781843
2511	0.1516702211
2512	0.1516580608
2513	0.1516483321
2514	0.1516327695
2515	0.1516264516
2516	0.1516135008
2517	0.1515986437
2518	0.1515878515
2519	0.1515708132
2520	0.1515638773
2521	0.1515498779
2522	0.1515347344
2523	0.1515234905
2524	0.1515145533
2525	0.1515069612
2526	0.1514939582
2527	0.1514878213
2528	0.1514802308
2529	0.1514716526
2530	0.1514623427
2531	0.1514566464
2532	0.1514540264
2533	0.1514390883
2534	0.1514309883
2535	0.1514215753
2536	0.151400568
2537	0.1513910182
2538	0.151378826
2539	0.1513695471
2540	0.1513612969
2541	0.1513581597
2542	0.1513500675
2543	0.1513391146
2544	0.1513288126
2545	0.1513133981
2546	0.1513088196
2547	0.1513015846
2548	0.1512876094
2549	0.1512832428
2550	0.1512640201
2551	0.1512533818
2552	0.1512276571
2553	0.1512158529
2554	0.1512117193
2555	0.1511982245
2556	0.1511957454
2557	0.1511893158
2558	0.1511762311
2559	0.151165603
2560	0.1511550684
2561	0.1511466865
2562	0.1511453449
2563	0.1511368014
2564	0.1511273846
2565	0.1511208187
2566	0.1511150225
2567	0.1510939567
2568	0.1510888701
2569	0.1510796923
2570	0.1510685485
2571	0.1510602644
2572	0.1510497417
2573	0.1510295686
2574	0.1510238939
2575	0.1510160934
2576	0.1510035702
2577	0.1509940896
2578	0.1509872901
2579	0.1509796577
2580	0.1509731545
2581	0.1509637977
2582	0.1509513627
2583	0.1509330378
2584	0.150927752
2585	0.1509189652
2586	0.1509137818
2587	0.1509038321
2588	0.1508765032
2589	0.1508742458
2590	0.150865429
2591	0.1508554526
2592	0.1508485296
2593	0.150842736
2594	0.1508276113
2595	0.1508185919
2596	0.1508017054
2597	0.1507941825
2598	0.1507831199
2599	0.1507760746
2600	0.1507561301
2601	0.1507330009
2602	0.1507245018
2603	0.150714402
2604	0.1507085739
2605	0.1506984382
2606	0.1506865022
2607	0.150681325
2608	0.1506732339
2609	0.1506670289
2610	0.1506617291
2611	0.1506566995
2612	0.1506435147
2613	0.150636682
2614	0.150620779
2615	0.1506119074
2616	0.1505996061
2617	0.1505951965
2618	0.1505884824
2619	0.1505745947
2620	0.1505577632
2621	0.1505504915
2622	0.1505324962
2623	0.1505220656
2624	0.1505029467
2625	0.150491084
2626	0.1504764245
2627	0.1504623702
2628	0.1504554483
2629	0.1504511171
2630	0.1504464384
2631	0.1504341893
2632	0.1504145155
2633	0.150407171
2634	0.1504005408
2635	0.1503888709
2636	0.1503862677
2637	0.1503763652
2638	0.1503669131
2639	0.1503592287
2640	0.1503525261
2641	0.1503464911
2642	0.1503398774
2643	0.1503339771
2644	0.1503114034
2645	0.1503053841
2646	0.1502918663
2647	0.1502776742
2648	0.150269212
2649	0.1502530501
2650	0.1502431382
2651	0.1502254955
2652	0.1502141802
2653	0.1501908779
2654	0.1501846817
2655	0.1501776523
2656	0.1501665594
2657	0.1501630754
2658	0.1501517404
2659	0.1501416609
2660	0.1501305218
2661	0.1501254693
2662	0.1501146127
2663	0.1501087459
2664	0.1500989827
2665	0.1500872999
2666	0.1500766772
2667	0.1500646786
2668	0.1500591037
2669	0.1500528908
2670	0.1500399471
2671	0.1500299514
2672	0.1500242862
2673	0.1500116586
2674	0.1500014302
2675	0.1499943087
2676	0.1499790588
2677	0.1499668423
2678	0.1499569634
2679	0.1499501171
2680	0.1499443805
2681	0.1499294601
2682	0.1499227752
2683	0.149915871
2684	0.1499043153
2685	0.1498919907
2686	0.1498869766
2687	0.149874041
2688	0.1498665762
2689	0.1498630195
2690	0.1498553802
2691	0.1498473794
2692	0.1498386154
2693	0.1498300837
2694	0.1498101386
2695	0.1498031017
2696	0.1497969167
2697	0.1497846461
2698	0.1497771884
2699	0.1497687249
2700	0.1497563189
2701	0.1497481999
2702	0.1497444453
2703	0.1497424229
2704	0.1497270515
2705	0.1497206355
2706	0.149709451
2707	0.1496898097
2708	0.1496820102
2709	0.149675115
2710	0.1496671045
2711	0.1496525263
2712	0.1496373632
2713	0.1496270793
2714	0.1496209535
2715	0.1496097312
2716	0.1496045137
2717	0.1495885215
2718	0.1495822644
2719	0.1495726617
2720	0.1495642944
2721	0.1495551319
2722	0.1495464134
2723	0.1495352341
2724	0.149513518
2725	0.1495029447
2726	0.149490273
2727	0.1494779783
2728	0.1494741334
2729	0.1494565574
2730	0.149441319
2731	0.1494312781
2732	0.149426926
2733	0.149421918
2734	0.1494183977
2735	0.1494093675
2736	0.1494010296
2737	0.1493901587
2738	0.1493816377
2739	0.1493733612
2740	0.1493682776
2741	0.1493577963
2742	0.1493513993
2743	0.1493407838
2744	0.1493267458
2745	0.1493184912
2746	0.1493142389
2747	0.149305653
2748	0.1492968257
2749	0.1492829452
2750	0.1492755928
2751	0.1492728411
2752	0.1492516038
2753	0.1492450871
2754	0.1492330735
2755	0.149221695
2756	0.1492175974
2757	0.1492074372
2758	0.1492012878
2759	0.1491853816
2760	0.1491761277
2761	0.1491675954
2762	0.1491610918
2763	0.1491441002
2764	0.1491371448
2765	0.1491324818
2766	0.1491249779
2767	0.1491131516
2768	0.1491033981
2769	0.1490996882
2770	0.1490870654
2771	0.1490819973
2772	0.1490622478
2773	0.1490461821
2774	0.1490396509
2775	0.1490314788
2776	0.1490239387
2777	0.1490135983
2778	0.1490022791
2779	0.1489941982
2780	0.148988659
2781	0.148972137
2782	0.1489652129
2783	0.1489531111
2784	0.148945928
2785	0.1489288984
2786	0.1489199019
2787	0.1488990211
2788	0.1488942442
2789	0.1488848025
2790	0.1488806417
2791	0.1488715475
2792	0.1488654641
2793	0.1488513367
2794	0.1488420142
2795	0.1488398313
2796	0.1488351361
2797	0.1488286805
2798	0.1488204209
2799	0.1488081258
2800	0.148801222
2801	0.1487888085
2802	0.1487799083
2803	0.1487693424
2804	0.1487584742
2805	0.1487564651
2806	0.1487492784
2807	0.1487371198
2808	0.1487257581
2809	0.1487199889
2810	0.1487117646
2811	0.1487058035
2812	0.1487030439
2813	0.1486952037
2814	0.1486905371
2815	0.1486785674
2816	0.1486617451
2817	0.1486580011
2818	0.1486479817
2819	0.148622982
2820	0.1486050111
2821	0.1485885484
2822	0.1485837457
2823	0.1485769646
2824	0.1485706121
2825	0.1485670952
2826	0.1485569931
2827	0.1485431359
2828	0.1485347099
2829	0.1485309265
2830	0.1485244288
2831	0.1485207876
2832	0.1485122878
2833	0.1484951929
2834	0.1484901208
2835	0.1484825241
2836	0.1484745374
2837	0.1484572849
2838	0.1484496041
2839	0.1484345086
2840	0.1484227402
2841	0.148409674
2842	0.1484003237
2843	0.1483792511
2844	0.1483767027
2845	0.1483687456
2846	0.1483486817
2847	0.1483278045
2848	0.1483203276
2849	0.1483131881
2850	0.1483066285
2851	0.148294125
2852	0.1482873483
2853	0.1482731823
2854	0.1482583399
2855	0.1482457837
2856	0.1482378176
2857	0.1482262842
2858	0.1482236995
2859	0.1482037903
2860	0.1481953156
2861	0.1481923058
2862	0.1481836418
2863	0.1481784029
2864	0.1481625804
2865	0.1481497945
2866	0.1481425695
2867	0.148129229
2868	0.1481231631
2869	0.1481197977
2870	0.1481146709
2871	0.14811247
2872	0.1481074086
2873	0.1480901003
2874	0.1480793885
2875	0.1480646439
2876	0.1480536947
2877	0.1480424819
2878	0.1480354912
2879	0.1480233777
2880	0.1480120248
2881	0.1480023837
2882	0.1479977056
2883	0.1479861632
2884	0.1479755797
2885	0.1479605837
2886	0.1479482517
2887	0.1479355041
2888	0.1479224658
2889	0.1479143488
2890	0.1479013613
2891	0.1478868916
2892	0.1478815757
2893	0.1478730586
2894	0.1478644165
2895	0.1478449967
2896	0.1478283507
2897	0.1478236519
2898	0.1478141629
2899	0.1478059569
2900	0.1478035403
2901	0.1477944814
2902	0.1477902415
2903	0.1477794347
2904	0.1477660238
2905	0.1477583188
2906	0.147745911
2907	0.1477405139
2908	0.1477213372
2909	0.1477044304
2910	0.1476894672
2911	0.1476854979
2912	0.1476749745
2913	0.1476685472
2914	0.1476584881
2915	0.1476528545
2916	0.1476454529
2917	0.1476408604
2918	0.1476145499
2919	0.1476060396
2920	0.1476043908
2921	0.147592269
